year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,5,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",136,7,5.95,0,0.05,0,1,0,0,255,222,0,4,0,29
2022,5,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",91,16,7.38,0,2.54,0,6.09,0,0,884,351,0,81,0,452
2022,5,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",19,2,0.13,0,1,0,0.88,1,0,138,4,0,106,0,28
2022,5,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",88,14,7.26,0.76,4.35,0,1.64,0,0,947,585,35,125,0,202
2022,5,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",181,19,13.84,0,3.07,0,2.09,0,0,808,662,0,87,0,59
2022,5,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",134,18,4.42,1,6.48,0,6.09,5,0,917,224,78,398,0,217
2022,5,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3042,453,142.96,13.53,106.98,0,189.53,2,3,38397,20775,1205,3610,0,12807
2022,5,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",118,13,4.83,0,6.85,0,1.32,0,0,914,578,0,171,0,165
2022,5,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",53,8,5.23,1,0.89,0,0.88,1,0,582,445,20,19,0,98
2022,5,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",58,14,4.54,0,7.61,0,1.85,1,0,996,290,0,618,0,88
2022,5,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",91,15,9.74,0.97,3.34,0,0.95,0,0,590,450,35,87,0,18
2022,5,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31,2,1.58,0,0.42,0,0,0,0,71,49,0,22,0,0
2022,5,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",205,40,12.3,0,8.99,0,18.71,15,0,3058,702,0,933,0,1423
2022,5,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",49,3,0,0,1,0,2,2,0,306,0,0,90,0,216
2022,5,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",71,5,1.66,0,1.4,0,1.95,0,0,256,138,0,30,0,88
2022,5,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",172,33,10.32,0,10.08,0,12.6,12,1,2618,801,0,563,0,1254
2022,5,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",322,65,12.92,3.13,31.07,0,17.88,7,0,5559,1748,855,1579,0,1377
2022,5,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",92,14,8.51,0.48,3.06,0,1.95,0,1,1506,1277,41,116,0,72
2022,5,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",60,7,4.28,0,1.83,0,0.88,0,0,357,262,0,72,0,23
2022,5,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",147,14,2.38,0.88,4.3,0,6.45,10,0,843,85,35,317,0,406
2022,5,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",262,36,14.66,0,6.59,0,14.75,22,0,3517,932,0,979,0,1606
2022,5,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",93,9,3.12,0,2.23,0,3.66,4,0,1204,389,0,156,0,659
2022,5,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",60,14,3.65,0.73,3.62,0,6,2,0,578,176,11,127,0,264
2022,5,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",67,10,5.39,0,2.59,0,2.01,0,0,336,200,0,49,0,87
2022,5,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",175,24,9,2.99,7.6,0,4.41,5,1,1740,375,633,372,0,360
2022,5,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",180,51,14.06,0,20.32,0,16.62,8,0,3297,782,0,1499,0,1016
2022,5,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",119,15,6.17,1.62,1.91,0,5.31,0,1,1242,541,110,134,0,457
2022,5,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",229,40,17.77,0.15,6.98,1,14.1,17,0,2116,800,11,424,21,860
2022,5,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",238,44,14.35,0,12.59,0,17.06,21,1,3189,918,0,721,0,1550
2022,5,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",91,17,5.24,0.81,8.86,0,2.1,0,0,453,148,29,187,0,89
2022,5,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",89,10,3.68,0.13,4.08,0,2.11,0,0,709,328,10,176,0,195
2022,5,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",587,107,24.61,5.09,34.92,0,42.38,21,0,7778,1171,527,3491,0,2589
2022,5,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",92,11,1.42,1.3,5.45,0,2.83,0,0,605,53,220,198,0,134
2022,5,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",15,3,1.68,0,0.6,0,0.71,0,0,109,68,0,16,0,25
2022,5,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",205,47,12.6,0,27.89,0,6.5,6,1,2805,1074,0,1451,0,280
2022,5,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",91,22,12.29,0,2.76,0,6.95,0,1,1260,626,0,109,0,525
2022,5,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",62,6,1.31,1.94,1.32,0,1.43,0,1,364,38,90,36,0,200
2022,5,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",218,29,11.89,0.75,6.2,0,10.16,3,0,1827,827,26,340,0,634
2022,5,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1236,124,49.89,3.91,18.93,0,51.27,6,0,13279,7133,474,1343,0,4329
2022,5,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",91,7,2.33,0,1.75,0,2.92,0,0,329,126,0,65,0,138
2022,5,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",157,37,5.79,2.15,26.96,0,2.09,10,0,2152,317,67,1660,0,108
2022,5,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",92,10,8.58,0,0,0,1.42,0,0,485,447,0,0,0,38
2022,5,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",31,3,1,0,2,0,0,0,0,119,87,0,32,0,0
2022,5,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",89,17,9.9,0,2.96,0,4.15,0,0,2112,1700,0,124,0,288
2022,5,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",22,4,2.89,0,1.11,0,0,0,0,173,140,0,33,0,0
2022,5,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",48,3,2,0,1,0,0,0,0,184,164,0,20,0,0
2022,5,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",80,13,4.92,0,2.71,0,5.37,6,0,1390,836,0,296,0,258
2022,5,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",114,19,7.61,0,7.06,0,4.34,6,0,2492,492,0,771,0,1229
2022,5,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",80,14,4.66,0,4.73,0,4.61,4,0,1246,232,0,747,0,267
2022,5,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",90,9,2.89,0,3.94,0,2.17,0,0,453,198,0,114,0,141
2022,5,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",101,13,6.09,0.44,4.33,0,2.14,1,1,605,401,7,113,0,84
2022,5,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",120,21,3.02,0.95,14.6,0,2.43,2,0,1068,169,52,714,0,133
2022,5,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",175,27,11.42,1.7,6.9,0,6.98,7,0,2571,885,267,543,0,876
2022,5,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1773,308,72.59,12.69,133.95,0,88.76,92,8,34125,9045,2603,12766,0,9711
2022,5,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",91,8,3.29,1.33,1.9,0,1.48,0,0,448,192,42,60,0,154
2022,5,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",86,16,5.85,1.26,7.59,0,1.3,0,0,683,334,72,229,0,48
2022,5,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",112,13,6.39,0,4.79,0,1.83,0,1,705,431,0,207,0,67
2022,5,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2963,540,100.8,31.05,295.39,0,112.76,194,5,52676,16031,4360,24258,0,8027
2022,5,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",87,12,9.78,0.65,1.46,0,0.11,0,1,1383,1307,28,39,0,9
2022,5,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",27,3,1,0,0.79,0,1.21,1,0,123,19,0,25,0,79
2022,5,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",58,10,4.12,0,2.68,0,3.2,2,0,1115,121,0,54,0,940
2022,5,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",143,27,14.12,0.38,7.63,0,4.87,0,0,1242,758,8,221,0,255
2022,5,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",189,30,9.83,1,7.92,0,11.25,9,0,2024,645,89,407,0,883
2022,5,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",122,14,8.77,0.09,3.75,0,1.4,0,0,1199,946,9,173,0,71
2022,5,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",85,16,5.74,1.04,4.78,0,4.43,0,0,894,410,111,157,0,216
2022,5,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",82,16,9.96,0,3.65,0,2.39,0,1,950,658,0,176,0,116
2022,5,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",84,12,3.71,0.74,2.69,0,4.86,4,0,1498,395,279,427,0,397
2022,5,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",713,94,30.01,1,31.29,0,31.7,3,2,6886,2699,27,1279,0,2881
2022,5,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",62,8,1.75,0.32,4.85,0,1.08,0,0,365,45,28,239,0,53
2022,5,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",88,17,9.22,0.71,3.05,0,4.02,0,0,961,475,96,129,0,261
2022,5,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",31,8,2.02,0.97,3.94,0,1.07,1,0,919,49,163,407,0,300
2022,5,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",62,10,3.05,0,2.93,0,4.02,5,1,2614,1059,0,1157,0,398
2022,5,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",250,38,9.19,1.29,18.25,0,9.28,18,0,3790,947,60,1901,0,882
2022,5,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27,4,1,0,1.56,0,1.44,0,0,207,124,0,31,0,52
2022,5,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",164,16,5.72,0,4.56,0,5.71,4,0,1108,322,0,284,0,502
2022,5,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",80,14,5.39,0,1.48,0,7.13,7,0,845,473,0,85,0,287
2022,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",413,83,16.5,3.39,27.29,0,35.83,20,0,8375,1368,1788,2059,0,3160
2022,5,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",331,64,25.36,0.5,17.3,0,20.84,11,1,4734,2214,12,943,0,1565
2022,5,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",39,4,2.69,0.93,0.38,0,0,0,1,286,197,70,19,0,0
2022,5,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",180,21,5.96,1,4.56,0,9.48,11,0,1725,532,275,333,0,585
2022,5,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",31,2,1.47,0,0.47,0,0.06,0,1,174,149,0,17,0,8
2022,5,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",178,32,4.79,0.95,15.63,0,10.63,6,0,2063,434,89,917,0,623
2022,5,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",89,15,6.67,0,4.75,0,3.58,0,0,1253,793,0,119,0,341
2022,5,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",30,5,0.51,0,4.28,0,0.22,0,0,325,80,0,227,0,18
2022,5,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",18,2,0.21,0,0,0,1.79,0,0,95,5,0,0,0,90
2022,5,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",111,12,9.14,0,2.85,0,0.01,0,0,594,497,0,96,0,1
2022,5,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",138,25,10.88,0,8,0,6.12,8,0,1205,509,0,470,0,226
2022,5,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",198,35,14.18,0,10.15,0,10.67,16,0,2722,1053,0,955,0,714
2022,5,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",20,3,0.76,0,1.3,0,0.94,0,0,60,16,0,25,0,19
2022,5,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",171,33,17.47,1.44,3.64,0,10.44,0,0,1613,950,64,112,0,487
2022,5,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",35,4,1.37,0,2.1,0,0.53,0,0,101,38,0,48,0,15
2022,5,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",214,32,14.43,1.74,7.95,0,7.88,4,0,1448,597,42,280,0,529
2022,5,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",91,15,7,0.97,0.8,0,6.24,0,0,1335,599,211,50,0,475
2022,5,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",115,5,1.83,0,1.25,0,1.92,1,0,181,60,0,36,0,85
2022,5,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",285,57,23.84,1.12,4.76,0,27.27,2,0,3766,1194,86,281,0,2205
2022,5,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",89,26,9.87,2.1,4.8,0.14,9.1,0,0,1673,393,304,274,16,686
2022,5,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",54,16,9.71,0.19,0.87,0,5.22,3,0,894,598,15,33,0,248
2022,5,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",54,12,7.25,0,0.05,0,4.7,0,0,804,398,0,2,0,404
2022,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",529,157,56.03,7.15,26.65,1.66,65.52,6,0,9921,3223,657,1041,41,4959
2022,5,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1391,320,97.42,10.7,119.49,0.84,91.56,21,2,19600,5903,1195,4704,29,7769
2022,5,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",62,10,4.02,1.01,1.08,1,2.9,2,0,535,152,53,34,18,278
2022,5,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",276,80,28.85,3.62,13.32,0,34.21,3,1,5196,1978,260,450,0,2508
2022,5,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",62,26,7.04,1.14,3.8,0.08,13.94,2,0,1607,466,105,114,2,920
2022,5,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",538,133,39.08,5.84,27.48,0.79,59.8,8,0,9060,2837,367,1408,43,4405
2022,5,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",83,12,6.17,0,3.04,0,2.78,0,0,936,769,0,84,0,83
2022,5,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1888,469,162.51,16.73,131.55,1.23,156.99,33,2,29316,9809,1737,5581,29,12160
2022,5,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",136,48,19.05,0.01,13.41,0,15.53,3,0,3280,1146,1,673,0,1460
2022,5,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",62,22,6.13,0.23,9.75,0,5.88,1,1,1036,335,8,305,0,388
2022,5,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",268,64,20.16,5.52,8.75,0,29.57,4,0,4939,1791,485,273,0,2390
2022,5,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",27,5,2.42,0,2.58,0,0,0,0,206,88,0,118,0,0
2022,5,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",205,58,19.65,4.1,11.74,0.44,22.07,6,0,2878,784,304,372,7,1411
2022,5,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",270,83,25.48,1.83,17.67,0,38.03,3,0,5281,1476,155,877,0,2773
2022,5,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8455,1693,450.61,135.86,434.62,5.67,666.23,108,19,139881,46319,12574,21820,162,59006
2022,5,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",201,50,19.64,1.76,10.46,0,18.14,1,1,2235,873,96,317,0,949
2022,5,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",120,26,14.34,0.64,6.46,0,4.56,1,2,1666,1000,18,277,0,371
2022,5,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",124,27,7.75,0.72,6.45,0,12.07,1,0,1522,277,96,274,0,875
2022,5,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2212,539,147.46,14.17,203.14,1.54,172.69,68,17,33942,8711,1320,8811,61,15039
2022,5,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",671,159,55.87,2.81,50.65,1.7,47.96,6,3,7884,2864,148,1981,36,2855
2022,5,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11902,2163,652.32,208.82,488.08,4.1,809.68,170,27,195830,72815,19842,26402,142,76629
2022,5,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",177,50,18.42,1.08,3.5,0,27,2,0,3621,1060,181,235,0,2145
2022,5,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",273,73,31.2,3.13,10.77,0,27.9,2,0,3991,1539,228,481,0,1743
2022,5,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,8,5.57,0.89,0.43,0,1.11,0,0,576,438,64,28,0,46
2022,5,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",191,36,15.28,0.86,2.98,0,16.88,2,0,1980,696,69,130,0,1085
2022,5,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",62,15,3.85,0,3.7,0,7.45,0,0,941,255,0,140,0,546
2022,5,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",776,315,80.97,7.63,158.79,0,67.61,25,4,21478,5467,641,9723,0,5647
2022,5,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",186,33,9.85,1.03,11.35,0,10.77,1,2,2621,857,138,443,0,1183
2022,5,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",135,17,8.47,0.8,3.04,0,4.69,1,0,1050,405,71,99,0,475
2022,5,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",27,5,2.52,0,0.73,0,1.75,0,0,345,246,0,30,0,69
2022,5,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",440,93,31.35,5.51,31.88,0.08,24.18,4,5,5739,1800,400,1482,8,2049
2022,5,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",62,16,7.74,0.99,2.88,0,4.39,0,0,1137,484,141,129,0,383
2022,5,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",124,47,18.77,2.74,6.49,0,19,3,0,3360,965,220,325,0,1850
2022,5,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",217,17,5.6,0,3.83,0,7.57,0,2,901,267,0,136,0,498
2022,5,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",161,46,20.23,2.42,5.31,0,18.03,3,0,4116,1695,153,367,0,1901
2022,5,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",580,138,51.36,6.1,33.5,0,47.04,12,3,8340,3060,577,1253,0,3450
2022,5,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",86,20,11.3,0,2.5,0,6.2,3,1,1755,991,0,103,0,661
2022,5,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",93,29,11.26,0.53,4.21,0.99,12.01,1,0,2352,790,73,278,81,1130
2022,5,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",366,115,42.88,5.11,29.53,0,37.49,2,0,7354,3371,382,903,0,2698
2022,5,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",364,104,32.68,6.69,22.04,0,42.59,4,1,6504,1816,550,1084,0,3054
2022,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1395,327,100.42,17.36,131.61,2.68,74.93,41,8,22880,8779,1601,6361,161,5978
2022,5,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,7,1,0,2.23,0,3.77,0,0,302,17,0,95,0,190
2022,5,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1036,244,82.45,8.6,77.19,0.43,75.33,8,1,15598,5826,666,3613,15,5478
2022,5,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2506,438,189.37,22.28,91.44,0.41,134.5,22,0,34349,15649,1986,3568,12,13134
2022,5,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",31,8,2,0,0.2,0,5.79,1,0,481,171,0,13,0,297
2022,5,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1930,546,156.74,19.09,225.12,0,145.04,101,8,32686,8896,1219,12615,0,9956
2022,5,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",62,4,1.59,0,2,0,0.41,0,0,92,40,0,39,0,13
2022,5,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",85,28,9.59,0.99,4.31,0,13.11,4,0,2062,795,121,227,0,919
2022,5,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",401,89,29.07,2.47,14.32,0,43.14,7,0,5174,1468,209,655,0,2842
2022,5,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1473,346,122.08,20.05,112.69,1.15,90.03,23,3,19897,7020,1166,4907,61,6743
2022,5,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",35,13,7.22,0.92,1.1,0,3.76,0,0,897,389,34,92,0,382
2022,5,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",353,98,35.88,4.63,12.52,0,44.96,4,1,6675,2977,378,687,0,2633
2022,5,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",128,39,16.11,1.4,3.51,0,17.98,4,0,4561,2661,114,177,0,1609
2022,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4921,992,305.82,36.99,367.06,0.95,281.18,131,35,70257,25492,3678,16675,29,24383
2022,5,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",148,36,14.87,1.12,6.03,0,13.98,1,0,1908,572,146,263,0,927
2022,5,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",142,34,13.27,0.23,3.91,0,16.59,3,1,2283,450,18,199,0,1616
2022,5,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula International",31,3,3,0,0,0,0,0,0,293,293,0,0,0,0
2022,5,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",246,53,19.68,1.17,12.99,0,19.16,2,3,3178,1422,46,432,0,1278
2022,5,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",553,136,42.86,8.01,30.21,0.65,54.27,7,0,9721,3552,639,1211,11,4308
2022,5,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",116,32,14.8,1.83,2.5,0,12.86,3,0,2400,1009,240,66,0,1085
2022,5,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",128,13,8.4,0,4.12,0,0.48,0,0,554,435,0,89,0,30
2022,5,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",205,44,13.76,3.83,1.48,0,24.93,4,2,3069,1043,234,94,0,1698
2022,5,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",219,51,17.71,1.34,12,0,19.94,1,2,3015,923,58,328,0,1706
2022,5,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",213,37,16.07,1.2,3.33,0,16.4,1,0,2493,1404,76,116,0,897
2022,5,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4103,767,228.94,30.75,189.46,2.84,315,72,17,62598,26002,2481,7362,86,26667
2022,5,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",209,63,18.57,4.58,14.61,0,25.24,3,1,4469,1339,366,504,0,2260
